model,var,AIC_mete,MAE_mete,entropy_mete,AIC_metime,MAE_metime,entropy_metime,N/S,dN/S,r^2_transition
a,0.05,123.47515078767256,9.077176907520442,4.9856159679059635,124.41743928935472,6.120325447265732,4.965408995076706,54.31950433016065,0.5449475209896756,0.7944994950732923
a,0.05,123.99370871341041,6.274638481187203,5.007249579997886,125.94879299790051,8.440218989044178,4.996172605024553,55.4964678680579,0.1868924871570717,0.7944994950732923
a,0.05,86.28581914023198,3.007916132933699,3.4758294013781814,87.9291677980838,2.7602400812099663,3.435832446713723,12.395116714674316,4.06178338134098,0.9145474661483044
a,0.05,112.86891744417795,7.810009795491176,4.552105368068898,116.1254630854557,10.656690825636868,4.526506045065536,35.38806772654506,5.614809486177383,0.9145474661483044
a,0.05,120.14767780464392,7.28247740587652,4.850239650544606,121.96181534757473,6.644110311247275,4.849821901160192,47.505467475122714,1.6514829573109182,0.9145474661483044
a,0.05,121.60694566047563,6.015232067775634,4.907160575952472,123.33210898174949,7.4318987344423,4.902495391853388,50.25857759735686,0.3737587691534543,0.9145474661483044
a,0.05,122.04841499448801,11.490651631964589,4.927349483991369,124.0315895468883,11.323984965297923,4.927277106416566,51.27332594963651,0.21880288185695917,0.9145474661483044
a,0.05,86.45386460809841,4.904173321041991,3.4756411169825547,87.931257943859,4.570839987708658,3.433859731121821,12.392878471099833,4.059545137766498,0.781986645903183
a,0.05,113.0995868474558,15.873715949804525,4.5581417137670535,117.15573439965932,17.79038261647119,4.514057727174845,35.59928437534345,5.747186192711799,0.781986645903183
a,0.05,120.82642491585541,18.29535145514926,4.879375337904083,114.99777272196974,7.969922529823971,4.736497019666939,48.89510345448394,2.0081778763598757,0.781986645903183
a,0.05,122.86897735959671,13.181527012061423,4.962766631114911,120.24728451582833,6.457220080549426,4.801540694499238,53.10373878683313,0.7333415687484338,0.781986645903183
a,0.05,123.99369240190921,8.028117975986204,5.007158632093967,125.40987329089516,5.9552066803151975,4.998556829502103,55.4914660808163,0.5495014997308564,0.781986645903183
a,0.05,86.28488356926836,2.3701139208721727,3.4749984696693526,87.61444368057637,2.0367805875388396,3.435940384697055,12.385242134377327,4.051908801043993,0.7644247697681772
a,0.05,112.75207569360123,8.943866456370193,4.547120380180262,115.63622249530857,10.61053312303686,4.536907077690987,35.214595234753666,5.561058540917448,0.7644247697681772
a,0.05,120.01813510197026,13.913129918445867,4.8442307965027505,118.98839752929742,8.162164370810848,4.795231526829924,47.223879224877926,1.642602989577341,0.7644247697681772
a,0.05,121.44453069150009,11.20755617367385,4.900557474156237,119.48256944655887,5.141025396343296,4.774772424209475,49.93111025125139,0.3513186415489713,0.7644247697681772
a,0.05,121.76879582409448,8.282081434818195,4.9164290069545835,121.13796053661527,3.8304900790417835,4.822898161758874,50.72189324018689,0.1396654722634878,0.7644247697681772
a,0.05,86.79189628272594,4.355737526536689,3.477952666795217,87.97822730765358,4.022404193203356,3.4392871824630324,12.420382542894172,4.087049209560836,0.7216441539581591
a,0.05,113.27290060397867,14.21525967618671,4.567909564686447,116.27394160647184,15.631926342853376,4.5596336616174105,35.94378665271692,5.817152271341129,0.7216441539581591
a,0.05,120.86725423263928,19.732115493058803,4.877019035706241,116.61778279256323,10.992045310312696,4.781250276790642,48.78120618391341,1.7854119155089165,0.7216441539581591
a,0.05,122.16836486518714,19.827249740181003,4.936332342668297,115.35087988813555,8.717440837411262,4.661166745116359,51.731458493235515,0.3771308153197405,0.7216441539581591
a,0.05,122.52226591639823,17.609326286393195,4.953035622255367,119.10078660003508,10.926826852641213,4.765350083893647,52.594348358016134,0.16196178784017926,0.7216441539581591
a,0.05,86.45678085727624,3.5137018409860183,3.4785643570385973,88.35859926480228,3.5137018409860183,3.4251987743411942,12.427672416014625,4.094339082681291,0.7827931652838463
a,0.05,113.6701779945277,10.499794324121028,4.583350563181649,126.97604165167536,42.52706217315925,4.034200193775993,36.4952887048448,6.101398891084419,0.7827931652838463
a,0.05,122.12792042997984,11.201319800750737,4.931410678038382,123.86181777121946,10.451319800750737,4.9306866008749815,51.479941665103034,2.4096784693734983,0.7827931652838463
a,0.05,124.57314188887592,9.558609145114135,5.032431750420997,126.44593480985874,10.058609145114135,5.030753207626983,56.89894498078646,0.9723100207157529,0.7827931652838463
a,0.05,125.79339179813333,13.955024023410376,5.082848453276021,128.01344728786623,9.394145118898695,5.042812911987909,59.81521939740929,0.6106930294273051,0.7827931652838463
a,0.05,86.2804314333075,4.101284730514804,3.4708321716008697,87.7833691530933,3.6846180638481374,3.433488003949557,12.335854579124904,4.00252124579157,0.8477020449510708
a,0.05,112.33687749457899,10.78918277185467,4.523828190095636,115.65478686075622,12.955849438521339,4.501430271083905,34.41541780069191,5.3246693435744135,0.8477020449510708
a,0.05,119.36073592552792,11.910582458743285,4.817628008745995,119.45047992079986,7.795936654729457,4.79527074996218,45.99732980694217,1.6180351579715382,0.8477020449510708
a,0.05,120.86734287774668,9.089855215570324,4.8774930628169155,120.78249581712033,6.163758186479501,4.818381199454991,48.80409891346269,0.39056655734784346,0.8477020449510708
a,0.05,121.28165460482279,8.2693923571177,4.896967372603499,122.52123396158349,6.3190727606563,4.869299533967073,49.75397097163178,0.1814667200700152,0.8477020449510708
a,0.05,86.451521342768,3.486890451200398,3.4731314646108964,88.03306793685684,3.0939710768716613,3.433096337755978,12.363085065354442,4.029751732021109,0.9063155189170251
a,0.05,112.57504100199672,9.321016662081771,4.537615423391382,115.74272896609897,10.737683328748437,4.515818315160952,34.886220540412275,5.471889988774009,0.9063155189170251
a,0.05,119.75785468727935,8.266429601355187,4.8355802941335035,121.11108841901219,7.479768404980947,4.830689756738518,46.82145348296382,1.6619222666705487,0.9063155189170251
a,0.05,121.28135267899253,6.670074957993871,4.895666573493501,122.69369720568955,6.766450279878818,4.880059245355243,49.68994652600336,0.40096087734527447,0.9063155189170251
a,0.05,121.76876212527793,8.506017517487328,4.916278498453312,123.70712390350914,8.506017517487328,4.913191151830681,50.71433473156167,0.2071233174368956,0.9063155189170251
a,0.05,111.07103221677323,4.121575896998855,3.4734719172243533,119.56311101727104,3.871575896998855,3.438185356891351,12.367122370232819,4.033789036899482,0.8343241667968483
a,0.05,112.69206039435436,13.270351582734117,4.5404300648302165,115.00910436694345,13.687018249400785,4.53965503856428,34.9831358747762,5.509378769598551,0.8343241667968483
a,0.05,119.88877469134576,10.31915389082871,4.841435533629276,121.4232348176406,9.42310093805687,4.83957824401189,47.093457892201876,1.7069522853009857,0.8343241667968483
a,0.05,121.48627702368123,6.860192010656129,4.906848352429519,123.46588024654692,6.860192010656129,4.906791621541165,50.24304921526578,0.500189997452452,0.8343241667968483
a,0.05,122.40378319059609,20.482784661684367,4.94379574594698,123.69441317552894,17.399451328351034,4.929784509403601,52.1152358365982,0.5031468756121266,0.8343241667968483
a,0.05,111.37440865637836,2.920229440484523,3.474880958262366,115.7213269706927,2.860297709613162,3.4354987427199286,12.383846321729186,4.050512988395851,0.8255728408390411
a,0.05,112.92566242039706,8.581139802827627,4.550189212761665,122.38195738063459,34.10359652038505,4.142797759118986,35.32128635025831,5.626881623554046,0.8255728408390411
a,0.05,120.31913230288441,9.890336000810551,4.857455527549464,122.93484584343058,11.473669334143883,4.850849125314932,47.845867758525145,1.7867183567815157,0.8255728408390411
a,0.05,121.92914372519138,8.87874132793109,4.923433763117399,123.34031473730678,7.792830700535895,4.9134764538466555,51.07491024230199,0.4732929987763441,0.8255728408390411
a,0.05,122.52072469340939,8.835315483342617,4.947709798013513,124.81232796701194,9.133170661011418,4.9418125159582456,52.31765261970429,0.2497374220967193,0.8255728408390411
a,0.05,111.2914387062724,1.2640064520181793,3.4642673004570734,113.51899833217146,1.1989234901821153,3.433561333341036,12.258454568236893,3.9251212349035605,0.7018761382181371
a,0.05,111.36542763138223,4.460175976497687,4.486602097588684,114.23943884240461,7.242566374614181,4.423452622338743,33.176176087100124,4.95685208033611,0.7018761382181371
