species,TreeID,census,e,S_t,n,N_t,E_t,dn,de,dS,dN,dE
1576,45651,4,10.889999999999999,56,22,141,11178.417316666668,-3.0,1.3600000000000012,-2.0,-7.0,13914.625304875282
1576,45651,5,12.25,54,19,134,25093.04262154195,-5.0,2.959999999999999,-3.0,-18.0,1911.2550532879832
1576,45654,1,1.0,55,25,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
1576,45655,1,4.0,55,25,159,45818.241388888884,0.0,2.25,-1.0,-3.0,-23314.871666666662
1576,45655,2,6.25,54,25,156,22503.36972222222,0.0,4.639999999999999,5.0,-6.0,46284.53369444444
1576,45655,3,10.889999999999999,59,25,150,68787.90341666667,-3.0,0.0,-3.0,-9.0,-57609.4861
1576,45664,1,4.0,55,25,159,45818.241388888884,0.0,5.0,-1.0,-3.0,-23314.871666666662
1576,47725,1,2.25,55,25,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
1576,47725,2,2.25,54,25,156,22503.36972222222,0.0,4.0,5.0,-6.0,46284.53369444444
1576,47725,3,6.25,59,25,150,68787.90341666667,-3.0,1.040000000000001,-3.0,-9.0,-57609.4861
1576,47725,4,7.290000000000001,56,22,141,11178.417316666668,-3.0,0.0,-2.0,-7.0,13914.625304875282
1576,261797,2,1.0,54,25,156,22503.36972222222,0.0,0.43999999999999995,5.0,-6.0,46284.53369444444
1576,261797,3,1.44,59,25,150,68787.90341666667,-3.0,0.0,-3.0,-9.0,-57609.4861
1576,261797,4,1.44,56,22,141,11178.417316666668,-3.0,0.5199999999999998,-2.0,-7.0,13914.625304875282
1576,261797,5,1.9599999999999997,54,19,134,25093.04262154195,-5.0,0.0,-3.0,-18.0,1911.2550532879832
1576,261797,6,1.9599999999999997,51,14,116,27004.297674829933,1.0,0.29000000000000026,-2.0,-6.0,1044.1554501700703
1576,261799,2,1.0,54,25,156,22503.36972222222,0.0,3.0,5.0,-6.0,46284.53369444444
1576,261799,3,4.0,59,25,150,68787.90341666667,-3.0,0.0,-3.0,-9.0,-57609.4861
1576,261799,4,4.0,56,22,141,11178.417316666668,-3.0,-1.2775000000000003,-2.0,-7.0,13914.625304875282
1576,261799,7,2.5600000000000005,49,15,110,28048.453125000004,-2.0,1.0499999999999994,5.0,8.0,4033.6315326530603
1576,261801,2,1.0,54,25,156,22503.36972222222,0.0,3.41,5.0,-6.0,46284.53369444444
1576,261801,3,4.41,59,25,150,68787.90341666667,-3.0,-0.41000000000000014,-3.0,-9.0,-57609.4861
1576,261801,4,4.0,56,22,141,11178.417316666668,-3.0,0.0,-2.0,-7.0,13914.625304875282
1576,261801,5,4.0,54,19,134,25093.04262154195,-5.0,0.0,-3.0,-18.0,1911.2550532879832
1576,261801,6,4.0,51,14,116,27004.297674829933,1.0,0.0,-2.0,-6.0,1044.1554501700703
1576,261801,7,4.0,49,15,110,28048.453125000004,-2.0,0.0,5.0,8.0,4033.6315326530603
1576,298123,3,1.6900000000000002,59,25,150,68787.90341666667,-3.0,1.1999999999999995,-3.0,-9.0,-57609.4861
1576,298123,4,2.8899999999999997,56,22,141,11178.417316666668,-3.0,0.0,-2.0,-7.0,13914.625304875282
1576,298123,5,2.8899999999999997,54,19,134,25093.04262154195,-5.0,-0.3299999999999992,-3.0,-18.0,1911.2550532879832
1576,298123,6,2.5600000000000005,51,14,116,27004.297674829933,1.0,-0.7375000000000003,-2.0,-6.0,1044.1554501700703
1576,298123,7,1.8225000000000002,49,15,110,28048.453125000004,-2.0,0.7375000000000003,5.0,8.0,4033.6315326530603
1576,298133,3,1.0,59,25,150,68787.90341666667,-3.0,0.43999999999999995,-3.0,-9.0,-57609.4861
1576,298133,4,1.44,56,22,141,11178.417316666668,-3.0,1.8000000000000003,-2.0,-7.0,13914.625304875282
1576,298133,7,3.61,49,15,110,28048.453125000004,-2.0,-0.36999999999999966,5.0,8.0,4033.6315326530603
1576,298140,3,1.2100000000000002,59,25,150,68787.90341666667,-3.0,0.0,-3.0,-9.0,-57609.4861
1576,298140,4,1.2100000000000002,56,22,141,11178.417316666668,-3.0,0.0,-2.0,-7.0,13914.625304875282
1576,298140,5,1.2100000000000002,54,19,134,25093.04262154195,-5.0,0.22999999999999976,-3.0,-18.0,1911.2550532879832
1576,298140,6,1.44,51,14,116,27004.297674829933,1.0,0.2500000000000002,-2.0,-6.0,1044.1554501700703
1576,298140,7,1.6900000000000002,49,15,110,28048.453125000004,-2.0,1.1999999999999995,5.0,8.0,4033.6315326530603
1576,298146,3,2.25,59,25,150,68787.90341666667,-3.0,0.6399999999999997,-3.0,-9.0,-57609.4861
1576,298146,4,2.8899999999999997,56,22,141,11178.417316666668,-3.0,1.950000000000001,-2.0,-7.0,13914.625304875282
1576,298146,5,4.840000000000001,54,19,134,25093.04262154195,-5.0,-0.6375000000000011,-3.0,-18.0,1911.2550532879832
1576,298146,6,4.2025,51,14,116,27004.297674829933,1.0,0.0,-2.0,-6.0,1044.1554501700703
1576,298146,7,4.2025,49,15,110,28048.453125000004,-2.0,0.8600000000000003,5.0,8.0,4033.6315326530603
1576,298147,3,1.6900000000000002,59,25,150,68787.90341666667,-3.0,1.1999999999999995,-3.0,-9.0,-57609.4861
1576,298147,4,2.8899999999999997,56,22,141,11178.417316666668,-3.0,0.0,-2.0,-7.0,13914.625304875282
1576,298147,5,2.8899999999999997,54,19,134,25093.04262154195,-5.0,1.1100000000000003,-3.0,-18.0,1911.2550532879832
1576,298147,6,4.0,51,14,116,27004.297674829933,1.0,0.0,-2.0,-6.0,1044.1554501700703
1576,298147,7,4.0,49,15,110,28048.453125000004,-2.0,0.0,5.0,8.0,4033.6315326530603
1576,298149,3,1.44,59,25,150,68787.90341666667,-3.0,-0.22999999999999976,-3.0,-9.0,-57609.4861
1576,298149,4,1.2100000000000002,56,22,141,11178.417316666668,-3.0,0.22999999999999976,-2.0,-7.0,13914.625304875282
1576,298149,5,1.44,54,19,134,25093.04262154195,-5.0,0.0,-3.0,-18.0,1911.2550532879832
1576,298151,3,1.9599999999999997,59,25,150,68787.90341666667,-3.0,0.0,-3.0,-9.0,-57609.4861
1576,322419,4,1.0,56,22,141,11178.417316666668,-3.0,0.43999999999999995,-2.0,-7.0,13914.625304875282
1576,322419,5,1.44,54,19,134,25093.04262154195,-5.0,0.2500000000000002,-3.0,-18.0,1911.2550532879832
1576,322419,6,1.6900000000000002,51,14,116,27004.297674829933,1.0,0.08777777777777795,-2.0,-6.0,1044.1554501700703
1576,322419,7,1.7777777777777781,49,15,110,28048.453125000004,-2.0,-0.08777777777777795,5.0,8.0,4033.6315326530603
1576,476188,7,1.44,49,15,110,28048.453125000004,-2.0,0.12250000000000005,5.0,8.0,4033.6315326530603
895,45586,1,1.0,55,4,159,45818.241388888884,0.0,1.25,-1.0,-3.0,-23314.871666666662
895,45586,2,2.25,54,4,156,22503.36972222222,0.0,0.7083999999999997,5.0,-6.0,46284.53369444444
895,45586,3,2.9583999999999997,59,4,150,68787.90341666667,-1.0,-0.5558999999999994,-3.0,-9.0,-57609.4861
895,45586,4,2.4025000000000003,56,3,141,11178.417316666668,0.0,0.8891326530612242,-2.0,-7.0,13914.625304875282
895,45586,5,3.2916326530612245,54,3,134,25093.04262154195,-1.0,1.402811791383221,-3.0,-18.0,1911.2550532879832
895,45586,6,4.6944444444444455,51,2,116,27004.297674829933,0.0,0.2933333333333321,-2.0,-6.0,1044.1554501700703
895,45586,7,4.987777777777778,49,2,110,28048.453125000004,1.0,0.7038548752834464,5.0,8.0,4033.6315326530603
895,45610,1,4.0,55,4,159,45818.241388888884,0.0,0.0,-1.0,-3.0,-23314.871666666662
895,45663,1,6.25,55,4,159,45818.241388888884,0.0,2.75,-1.0,-3.0,-23314.871666666662
895,45663,2,9.0,54,4,156,22503.36972222222,0.0,1.240000000000002,5.0,-6.0,46284.53369444444
895,261803,2,1.0,54,4,156,22503.36972222222,0.0,1.5600000000000005,5.0,-6.0,46284.53369444444
895,261803,3,2.5600000000000005,59,4,150,68787.90341666667,-1.0,0.0,-3.0,-9.0,-57609.4861
895,261803,4,2.5600000000000005,56,3,141,11178.417316666668,0.0,0.3299999999999992,-2.0,-7.0,13914.625304875282
895,261803,5,2.8899999999999997,54,3,134,25093.04262154195,-1.0,0.7200000000000002,-3.0,-18.0,1911.2550532879832
895,261803,6,3.61,51,2,116,27004.297674829933,0.0,0.3900000000000001,-2.0,-6.0,1044.1554501700703
895,261803,7,4.0,49,2,110,28048.453125000004,1.0,0.0,5.0,8.0,4033.6315326530603
895,298134,3,1.44,59,4,150,68787.90341666667,-1.0,0.5199999999999998,-3.0,-9.0,-57609.4861
895,298134,4,1.9599999999999997,56,3,141,11178.417316666668,0.0,0.9299999999999999,-2.0,-7.0,13914.625304875282
